"Código","Unidade Territorial","UF","Referência","Quantidade total de pessoas inscritas no Cadastro Único"
"330570","SUMIDOURO","RJ","04/2018","8264"
"330570","SUMIDOURO","RJ","05/2018","8318"
"330570","SUMIDOURO","RJ","03/2018","8223"
"330570","SUMIDOURO","RJ","02/2018","8662"
"330570","SUMIDOURO","RJ","01/2018","8646"
"330570","SUMIDOURO","RJ","10/2019","7601"
"330570","SUMIDOURO","RJ","12/2019","7670"
"330570","SUMIDOURO","RJ","11/2019","7650"
"330570","SUMIDOURO","RJ","08/2019","8001"
"330570","SUMIDOURO","RJ","09/2019","7561"
"330570","SUMIDOURO","RJ","07/2019","7960"
"330570","SUMIDOURO","RJ","06/2019","7926"
"330570","SUMIDOURO","RJ","05/2019","7921"
"330570","SUMIDOURO","RJ","04/2019","7879"
"330570","SUMIDOURO","RJ","03/2019","7969"
"330570","SUMIDOURO","RJ","02/2019","7949"
"330570","SUMIDOURO","RJ","01/2019","7938"
"330570","SUMIDOURO","RJ","10/2020","7523"
"330570","SUMIDOURO","RJ","11/2020","7197"
"330570","SUMIDOURO","RJ","07/2020","7465"
"330570","SUMIDOURO","RJ","12/2020","7206"
"330570","SUMIDOURO","RJ","09/2020","7497"
"330570","SUMIDOURO","RJ","08/2020","7469"
"330570","SUMIDOURO","RJ","06/2020","7427"
"330570","SUMIDOURO","RJ","05/2020","7396"
"330570","SUMIDOURO","RJ","04/2020","7410"
"330570","SUMIDOURO","RJ","03/2020","7384"
"330570","SUMIDOURO","RJ","02/2020","7330"
"330570","SUMIDOURO","RJ","01/2020","7687"
"330570","SUMIDOURO","RJ","01/2021","7246"
"330570","SUMIDOURO","RJ","10/2021","7591"
"330570","SUMIDOURO","RJ","03/2021","7298"
"330570","SUMIDOURO","RJ","04/2021","7316"
"330570","SUMIDOURO","RJ","12/2021","7854"
"330570","SUMIDOURO","RJ","02/2021","7288"
"330570","SUMIDOURO","RJ","11/2021","7730"
"330570","SUMIDOURO","RJ","09/2021","7549"
"330570","SUMIDOURO","RJ","08/2021","7474"
"330570","SUMIDOURO","RJ","05/2021","7327"
"330570","SUMIDOURO","RJ","06/2021","7358"
"330570","SUMIDOURO","RJ","07/2021","7441"
"330570","SUMIDOURO","RJ","01/2022","7944"
"330570","SUMIDOURO","RJ","02/2022","8197"
"330570","SUMIDOURO","RJ","03/2022","8322"
"330570","SUMIDOURO","RJ","04/2022","8520"
"330570","SUMIDOURO","RJ","05/2022","8656"
"330570","SUMIDOURO","RJ","06/2022","8783"
"330570","SUMIDOURO","RJ","07/2022","8936"
"330570","SUMIDOURO","RJ","08/2022","9135"
"330570","SUMIDOURO","RJ","09/2022","9329"
"330570","SUMIDOURO","RJ","10/2022","9546"
"330570","SUMIDOURO","RJ","11/2022","9692"
"330570","SUMIDOURO","RJ","12/2022","9766"
"330570","SUMIDOURO","RJ","01/2023","9792"
"330570","SUMIDOURO","RJ","03/2023","9933"
"330570","SUMIDOURO","RJ","04/2023","9850"
"330570","SUMIDOURO","RJ","02/2023","9855"
"330570","SUMIDOURO","RJ","05/2023","9860"
"330570","SUMIDOURO","RJ","06/2023","9848"
"330570","SUMIDOURO","RJ","07/2023","9895"
"330570","SUMIDOURO","RJ","08/2023","9910"
"330570","SUMIDOURO","RJ","09/2023","9948"
"330570","SUMIDOURO","RJ","10/2023","9979"
"330570","SUMIDOURO","RJ","11/2023","10000"
"330570","SUMIDOURO","RJ","12/2023","10035"
"330570","SUMIDOURO","RJ","01/2024","9709"
"330570","SUMIDOURO","RJ","02/2024","9711"
"330570","SUMIDOURO","RJ","06/2024","9780"
"330570","SUMIDOURO","RJ","04/2024","9802"
"330570","SUMIDOURO","RJ","05/2024","9797"
"330570","SUMIDOURO","RJ","07/2024","9551"
"330570","SUMIDOURO","RJ","08/2024","9607"
"330570","SUMIDOURO","RJ","09/2024","9462"
"330570","SUMIDOURO","RJ","10/2024","9480"
"330570","SUMIDOURO","RJ","11/2024","9485"
"330570","SUMIDOURO","RJ","03/2024","9791"
"330570","SUMIDOURO","RJ","12/2024","9477"
"330570","SUMIDOURO","RJ","05/2025","9411"
"330570","SUMIDOURO","RJ","03/2025","9368"
"330570","SUMIDOURO","RJ","01/2025","9377"
"330575","TANGUÁ","RJ","12/2019","14307"
"330575","TANGUÁ","RJ","02/2025","18233"
"330575","TANGUÁ","RJ","01/2025","18211"
"330575","TANGUÁ","RJ","03/2025","18304"
"330575","TANGUÁ","RJ","05/2025","18562"
"330575","TANGUÁ","RJ","06/2024","19016"
"330575","TANGUÁ","RJ","05/2024","19091"
"330575","TANGUÁ","RJ","12/2024","18496"
"330575","TANGUÁ","RJ","04/2024","19181"
"330575","TANGUÁ","RJ","11/2024","18338"
"330575","TANGUÁ","RJ","02/2024","19062"
"330575","TANGUÁ","RJ","01/2024","19041"
"330575","TANGUÁ","RJ","10/2024","18220"
"330575","TANGUÁ","RJ","09/2024","18175"
"330575","TANGUÁ","RJ","08/2024","18441"
"330575","TANGUÁ","RJ","07/2024","18464"
"330575","TANGUÁ","RJ","03/2024","19158"
"330575","TANGUÁ","RJ","12/2023","19580"
"330575","TANGUÁ","RJ","11/2023","19544"
"330575","TANGUÁ","RJ","10/2023","19450"
"330575","TANGUÁ","RJ","09/2023","19409"
"330575","TANGUÁ","RJ","08/2023","19345"
"330575","TANGUÁ","RJ","07/2023","19287"
"330575","TANGUÁ","RJ","06/2023","19195"
"330575","TANGUÁ","RJ","05/2023","19157"
"330575","TANGUÁ","RJ","02/2023","19380"
"330575","TANGUÁ","RJ","04/2023","19143"
"330575","TANGUÁ","RJ","03/2023","19482"
"330575","TANGUÁ","RJ","01/2023","19200"
"330575","TANGUÁ","RJ","12/2022","19161"
"330575","TANGUÁ","RJ","11/2022","19049"
"330575","TANGUÁ","RJ","10/2022","18900"
"330575","TANGUÁ","RJ","09/2022","18548"
"330575","TANGUÁ","RJ","08/2022","17948"
"330575","TANGUÁ","RJ","07/2022","17539"
"330575","TANGUÁ","RJ","06/2022","17244"
"330575","TANGUÁ","RJ","05/2022","17097"
"330575","TANGUÁ","RJ","04/2022","16891"
"330575","TANGUÁ","RJ","03/2022","16424"
"330575","TANGUÁ","RJ","02/2022","16099"
"330575","TANGUÁ","RJ","01/2022","15583"
"330575","TANGUÁ","RJ","07/2021","14473"
"330575","TANGUÁ","RJ","06/2021","14297"
"330575","TANGUÁ","RJ","05/2021","14171"
"330575","TANGUÁ","RJ","08/2021","14557"
"330575","TANGUÁ","RJ","09/2021","14652"
"330575","TANGUÁ","RJ","11/2021","15248"
"330575","TANGUÁ","RJ","02/2021","13818"
"330575","TANGUÁ","RJ","12/2021","15458"
"330575","TANGUÁ","RJ","04/2021","14074"
"330575","TANGUÁ","RJ","03/2021","13936"
"330575","TANGUÁ","RJ","10/2021","14769"
"330575","TANGUÁ","RJ","01/2021","13697"
"330575","TANGUÁ","RJ","01/2020","14338"
"330575","TANGUÁ","RJ","02/2020","13871"
"330575","TANGUÁ","RJ","03/2020","13992"
"330575","TANGUÁ","RJ","04/2020","14097"
"330575","TANGUÁ","RJ","05/2020","14092"
"330575","TANGUÁ","RJ","06/2020","14098"
"330575","TANGUÁ","RJ","08/2020","14134"
"330575","TANGUÁ","RJ","09/2020","14173"
"330575","TANGUÁ","RJ","12/2020","13672"
"330575","TANGUÁ","RJ","07/2020","14108"
"330575","TANGUÁ","RJ","11/2020","13627"
"330575","TANGUÁ","RJ","10/2020","14217"
"330575","TANGUÁ","RJ","01/2019","14108"
"330575","TANGUÁ","RJ","02/2019","14206"
"330575","TANGUÁ","RJ","03/2019","14288"
"330575","TANGUÁ","RJ","04/2019","13982"
"330575","TANGUÁ","RJ","05/2019","14108"
"330575","TANGUÁ","RJ","06/2019","14211"
"330575","TANGUÁ","RJ","07/2019","14321"
"330575","TANGUÁ","RJ","09/2019","13887"
"330575","TANGUÁ","RJ","08/2019","14469"
"330575","TANGUÁ","RJ","11/2019","14232"
"330575","TANGUÁ","RJ","10/2019","14137"
"330575","TANGUÁ","RJ","01/2018","14605"
"330575","TANGUÁ","RJ","02/2018","14687"
"330575","TANGUÁ","RJ","03/2018","14063"
"330575","TANGUÁ","RJ","05/2018","14356"
"330575","TANGUÁ","RJ","04/2018","14199"
"330575","TANGUÁ","RJ","06/2018","14404"
"330575","TANGUÁ","RJ","08/2018","13889"
"330575","TANGUÁ","RJ","09/2018","14053"
"330575","TANGUÁ","RJ","12/2018","13984"
"330575","TANGUÁ","RJ","10/2018","14346"
"330575","TANGUÁ","RJ","07/2018","14534"
"330575","TANGUÁ","RJ","11/2018","14573"
"330575","TANGUÁ","RJ","03/2017","14441"
"330575","TANGUÁ","RJ","06/2017","14859"
"330575","TANGUÁ","RJ","02/2017","14361"
"330575","TANGUÁ","RJ","05/2017","14785"
"330575","TANGUÁ","RJ","01/2017","14259"
"330575","TANGUÁ","RJ","07/2017","14931"
"330575","TANGUÁ","RJ","04/2017","14683"
"330575","TANGUÁ","RJ","10/2017","14016"
"330575","TANGUÁ","RJ","11/2017","14241"
"330575","TANGUÁ","RJ","08/2017","15036"
"330575","TANGUÁ","RJ","12/2017","14484"
"330575","TANGUÁ","RJ","09/2017","13688"
"330575","TANGUÁ","RJ","01/2016","14500"
"330575","TANGUÁ","RJ","03/2016","14530"
"330575","TANGUÁ","RJ","04/2016","14705"
"330575","TANGUÁ","RJ","02/2016","14511"
"330575","TANGUÁ","RJ","05/2016","14878"
"330575","TANGUÁ","RJ","06/2016","14979"
"330575","TANGUÁ","RJ","07/2016","15109"
"330575","TANGUÁ","RJ","09/2016","15205"
"330575","TANGUÁ","RJ","10/2016","15243"
"330575","TANGUÁ","RJ","12/2016","14252"
"330575","TANGUÁ","RJ","08/2016","15185"
"330575","TANGUÁ","RJ","11/2016","15266"
"330575","TANGUÁ","RJ","01/2015","15368"
"330575","TANGUÁ","RJ","03/2015","15474"
"330575","TANGUÁ","RJ","04/2015","15526"
"330575","TANGUÁ","RJ","05/2015","15632"
"330575","TANGUÁ","RJ","06/2015","15616"
"330575","TANGUÁ","RJ","08/2015","14951"
"330575","TANGUÁ","RJ","11/2015","15043"
"330575","TANGUÁ","RJ","07/2015","14840"
"330575","TANGUÁ","RJ","02/2015","15391"
"330575","TANGUÁ","RJ","12/2015","15132"
"330575","TANGUÁ","RJ","10/2015","15015"
"330575","TANGUÁ","RJ","09/2015","15022"
"330575","TANGUÁ","RJ","01/2014","16580"
"330575","TANGUÁ","RJ","04/2014","16875"
"330575","TANGUÁ","RJ","05/2014","16899"
"330575","TANGUÁ","RJ","06/2014","16950"
"330575","TANGUÁ","RJ","03/2014","16778"
"330575","TANGUÁ","RJ","02/2014","16619"
"330575","TANGUÁ","RJ","07/2014","17037"
"330575","TANGUÁ","RJ","08/2014","17128"
"330575","TANGUÁ","RJ","09/2014","17124"
"330575","TANGUÁ","RJ","12/2014","17330"
"330575","TANGUÁ","RJ","10/2014","17247"
"330575","TANGUÁ","RJ","11/2014","17293"
"330575","TANGUÁ","RJ","01/2013","16006"
"330575","TANGUÁ","RJ","02/2013","15995"
"330575","TANGUÁ","RJ","03/2013","15983"
"330575","TANGUÁ","RJ","04/2013","16086"
"330575","TANGUÁ","RJ","05/2013","16158"
"330575","TANGUÁ","RJ","06/2013","16248"
"330575","TANGUÁ","RJ","07/2013","16408"
"330575","TANGUÁ","RJ","09/2013","16525"
"330575","TANGUÁ","RJ","08/2013","16473"
"330575","TANGUÁ","RJ","12/2013","16565"
"330575","TANGUÁ","RJ","10/2013","16543"
"330575","TANGUÁ","RJ","11/2013","16550"
"330575","TANGUÁ","RJ","12/2012","15991"
"330575","TANGUÁ","RJ","11/2012","15961"
"330575","TANGUÁ","RJ","10/2012","15975"
"330575","TANGUÁ","RJ","09/2012","15983"
"330575","TANGUÁ","RJ","08/2012","15870"
"330580","TERESÓPOLIS","RJ","10/2012","49348"
"330580","TERESÓPOLIS","RJ","08/2012","48925"
"330580","TERESÓPOLIS","RJ","02/2025","75942"
"330580","TERESÓPOLIS","RJ","01/2025","75731"
"330580","TERESÓPOLIS","RJ","03/2025","76381"
"330580","TERESÓPOLIS","RJ","05/2025","77618"
"330580","TERESÓPOLIS","RJ","12/2024","77070"
"330580","TERESÓPOLIS","RJ","03/2024","77879"
"330580","TERESÓPOLIS","RJ","11/2024","76825"
"330580","TERESÓPOLIS","RJ","10/2024","76405"
"330580","TERESÓPOLIS","RJ","09/2024","75902"
"330580","TERESÓPOLIS","RJ","08/2024","76725"
"330580","TERESÓPOLIS","RJ","02/2024","77092"
"330580","TERESÓPOLIS","RJ","01/2024","76855"
"330580","TERESÓPOLIS","RJ","07/2024","76248"
"330580","TERESÓPOLIS","RJ","06/2024","78405"
"330580","TERESÓPOLIS","RJ","05/2024","78355"
"330580","TERESÓPOLIS","RJ","04/2024","78261"
"330580","TERESÓPOLIS","RJ","12/2023","79069"
"330580","TERESÓPOLIS","RJ","11/2023","78602"
"330580","TERESÓPOLIS","RJ","10/2023","78083"
"330580","TERESÓPOLIS","RJ","09/2023","77633"
"330580","TERESÓPOLIS","RJ","08/2023","77009"
"330580","TERESÓPOLIS","RJ","07/2023","76347"
"330580","TERESÓPOLIS","RJ","06/2023","75614"
"330580","TERESÓPOLIS","RJ","05/2023","75050"
"330580","TERESÓPOLIS","RJ","04/2023","74692"
"330580","TERESÓPOLIS","RJ","03/2023","74211"
"330580","TERESÓPOLIS","RJ","02/2023","73505"
"330580","TERESÓPOLIS","RJ","01/2023","72645"
"330580","TERESÓPOLIS","RJ","12/2022","72230"
"330580","TERESÓPOLIS","RJ","11/2022","71476"
"330580","TERESÓPOLIS","RJ","10/2022","70185"
"330580","TERESÓPOLIS","RJ","09/2022","68202"
"330580","TERESÓPOLIS","RJ","08/2022","65965"
"330580","TERESÓPOLIS","RJ","07/2022","63790"
"330580","TERESÓPOLIS","RJ","06/2022","62206"
"330580","TERESÓPOLIS","RJ","05/2022","61007"
"330580","TERESÓPOLIS","RJ","04/2022","59702"
"330580","TERESÓPOLIS","RJ","03/2022","57798"
"330580","TERESÓPOLIS","RJ","02/2022","56741"
"330580","TERESÓPOLIS","RJ","01/2022","54547"
"330580","TERESÓPOLIS","RJ","07/2021","49371"
"330580","TERESÓPOLIS","RJ","06/2021","48411"
"330580","TERESÓPOLIS","RJ","05/2021","47974"
"330580","TERESÓPOLIS","RJ","08/2021","50351"
"330580","TERESÓPOLIS","RJ","09/2021","50886"
"330580","TERESÓPOLIS","RJ","11/2021","53047"
"330580","TERESÓPOLIS","RJ","02/2021","46525"
"330580","TERESÓPOLIS","RJ","12/2021","53859"
"330580","TERESÓPOLIS","RJ","04/2021","47523"
"330580","TERESÓPOLIS","RJ","03/2021","47044"
"330580","TERESÓPOLIS","RJ","10/2021","51421"
"330580","TERESÓPOLIS","RJ","01/2021","45777"
"330580","TERESÓPOLIS","RJ","01/2020","44472"
"330580","TERESÓPOLIS","RJ","02/2020","43892"
"330580","TERESÓPOLIS","RJ","03/2020","44796"
"330580","TERESÓPOLIS","RJ","04/2020","44954"
"330580","TERESÓPOLIS","RJ","05/2020","45129"
"330580","TERESÓPOLIS","RJ","06/2020","45497"
"330580","TERESÓPOLIS","RJ","08/2020","46496"
"330580","TERESÓPOLIS","RJ","09/2020","46909"
"330580","TERESÓPOLIS","RJ","12/2020","45462"
"330580","TERESÓPOLIS","RJ","07/2020","45957"
"330580","TERESÓPOLIS","RJ","11/2020","45221"
"330580","TERESÓPOLIS","RJ","10/2020","47252"
"330580","TERESÓPOLIS","RJ","01/2019","37094"
"330580","TERESÓPOLIS","RJ","02/2019","38469"
"330580","TERESÓPOLIS","RJ","03/2019","39236"
"330580","TERESÓPOLIS","RJ","04/2019","39671"
"330580","TERESÓPOLIS","RJ","05/2019","40449"
"330580","TERESÓPOLIS","RJ","06/2019","41103"
"330580","TERESÓPOLIS","RJ","07/2019","41678"
"330580","TERESÓPOLIS","RJ","09/2019","41252"
"330580","TERESÓPOLIS","RJ","08/2019","42372"
"330580","TERESÓPOLIS","RJ","11/2019","43304"
"330580","TERESÓPOLIS","RJ","09/2012","49152"
"330580","TERESÓPOLIS","RJ","12/2019","44023"
"330580","TERESÓPOLIS","RJ","10/2019","42304"
"330580","TERESÓPOLIS","RJ","01/2018","36576"
"330580","TERESÓPOLIS","RJ","02/2018","36855"
"330580","TERESÓPOLIS","RJ","03/2018","33453"
"330580","TERESÓPOLIS","RJ","05/2018","34571"
"330580","TERESÓPOLIS","RJ","04/2018","33999"
"330580","TERESÓPOLIS","RJ","06/2018","35141"
"330580","TERESÓPOLIS","RJ","08/2018","31745"
"330580","TERESÓPOLIS","RJ","09/2018","34014"
"330580","TERESÓPOLIS","RJ","12/2018","36219"
"330580","TERESÓPOLIS","RJ","10/2018","36401"
"330580","TERESÓPOLIS","RJ","07/2018","35480"
"330580","TERESÓPOLIS","RJ","11/2018","37548"
"330580","TERESÓPOLIS","RJ","03/2017","40641"
"330580","TERESÓPOLIS","RJ","06/2017","41230"
"330580","TERESÓPOLIS","RJ","02/2017","40467"
"330580","TERESÓPOLIS","RJ","05/2017","41044"
"330580","TERESÓPOLIS","RJ","01/2017","40393"
"330580","TERESÓPOLIS","RJ","07/2017","41554"
"330580","TERESÓPOLIS","RJ","04/2017","40822"
"330580","TERESÓPOLIS","RJ","10/2017","35567"
"330580","TERESÓPOLIS","RJ","11/2017","35814"
"330580","TERESÓPOLIS","RJ","08/2017","41712"
"330580","TERESÓPOLIS","RJ","12/2017","36195"
"330580","TERESÓPOLIS","RJ","09/2017","35330"
"330580","TERESÓPOLIS","RJ","01/2016","43207"
"330580","TERESÓPOLIS","RJ","03/2016","43251"
"330580","TERESÓPOLIS","RJ","04/2016","43346"
"330580","TERESÓPOLIS","RJ","02/2016","43239"
"330580","TERESÓPOLIS","RJ","05/2016","43472"
"330580","TERESÓPOLIS","RJ","06/2016","43621"
"330580","TERESÓPOLIS","RJ","07/2016","43777"
"330580","TERESÓPOLIS","RJ","09/2016","44082"
"330580","TERESÓPOLIS","RJ","10/2016","44171"
"330580","TERESÓPOLIS","RJ","12/2016","40286"
"330580","TERESÓPOLIS","RJ","08/2016","44019"
"330580","TERESÓPOLIS","RJ","11/2016","44330"
"330580","TERESÓPOLIS","RJ","01/2015","47691"
"330580","TERESÓPOLIS","RJ","03/2015","48019"
"330580","TERESÓPOLIS","RJ","04/2015","48208"
"330580","TERESÓPOLIS","RJ","05/2015","48292"
"330580","TERESÓPOLIS","RJ","06/2015","48406"
"330580","TERESÓPOLIS","RJ","08/2015","45540"
"330580","TERESÓPOLIS","RJ","11/2015","45772"
"330580","TERESÓPOLIS","RJ","07/2015","45359"
"330580","TERESÓPOLIS","RJ","02/2015","47790"
"330580","TERESÓPOLIS","RJ","12/2015","45886"
"330580","TERESÓPOLIS","RJ","10/2015","45726"
"330580","TERESÓPOLIS","RJ","09/2015","45655"
"330580","TERESÓPOLIS","RJ","01/2014","54803"
"330580","TERESÓPOLIS","RJ","04/2014","56055"
"330580","TERESÓPOLIS","RJ","05/2014","56472"
"330580","TERESÓPOLIS","RJ","06/2014","56679"
"330580","TERESÓPOLIS","RJ","03/2014","55656"
"330580","TERESÓPOLIS","RJ","02/2014","55169"
"330580","TERESÓPOLIS","RJ","07/2014","57121"
"330580","TERESÓPOLIS","RJ","08/2014","57327"
"330580","TERESÓPOLIS","RJ","09/2014","57388"
"330580","TERESÓPOLIS","RJ","12/2014","58106"
"330580","TERESÓPOLIS","RJ","10/2014","57722"
"330580","TERESÓPOLIS","RJ","11/2014","57928"
"330580","TERESÓPOLIS","RJ","01/2013","50865"
"330580","TERESÓPOLIS","RJ","02/2013","51091"
"330580","TERESÓPOLIS","RJ","03/2013","51124"
"330580","TERESÓPOLIS","RJ","04/2013","51545"
"330580","TERESÓPOLIS","RJ","05/2013","51642"
"330580","TERESÓPOLIS","RJ","06/2013","51772"
"330580","TERESÓPOLIS","RJ","07/2013","52712"
"330580","TERESÓPOLIS","RJ","09/2013","53754"
"330580","TERESÓPOLIS","RJ","08/2013","53416"
"330580","TERESÓPOLIS","RJ","12/2013","54717"
"330580","TERESÓPOLIS","RJ","10/2013","53981"
"330580","TERESÓPOLIS","RJ","11/2013","54664"
"330580","TERESÓPOLIS","RJ","12/2012","50626"
"330580","TERESÓPOLIS","RJ","11/2012","49441"
"330590","TRAJANO DE MORAES","RJ","01/2015","5269"
"330590","TRAJANO DE MORAES","RJ","02/2025","4529"
"330590","TRAJANO DE MORAES","RJ","01/2025","4531"
"330590","TRAJANO DE MORAES","RJ","03/2025","4544"
"330590","TRAJANO DE MORAES","RJ","05/2025","4540"
"330590","TRAJANO DE MORAES","RJ","05/2024","4807"
"330590","TRAJANO DE MORAES","RJ","04/2024","4843"
"330590","TRAJANO DE MORAES","RJ","11/2024","4540"
"330590","TRAJANO DE MORAES","RJ","01/2024","4857"
"330590","TRAJANO DE MORAES","RJ","10/2024","4517"
"330590","TRAJANO DE MORAES","RJ","09/2024","4502"
"330590","TRAJANO DE MORAES","RJ","08/2024","4604"
"330590","TRAJANO DE MORAES","RJ","07/2024","4596"
"330590","TRAJANO DE MORAES","RJ","06/2024","4802"
"330590","TRAJANO DE MORAES","RJ","03/2024","4827"
"330590","TRAJANO DE MORAES","RJ","12/2024","4571"
"330590","TRAJANO DE MORAES","RJ","02/2024","4833"
"330590","TRAJANO DE MORAES","RJ","12/2023","5018"
"330590","TRAJANO DE MORAES","RJ","11/2023","4996"
"330590","TRAJANO DE MORAES","RJ","10/2023","4971"
"330590","TRAJANO DE MORAES","RJ","09/2023","4958"
"330590","TRAJANO DE MORAES","RJ","08/2023","4937"
"330590","TRAJANO DE MORAES","RJ","07/2023","4903"
"330590","TRAJANO DE MORAES","RJ","05/2023","4798"
"330590","TRAJANO DE MORAES","RJ","06/2023","4843"
"330590","TRAJANO DE MORAES","RJ","04/2023","4776"
"330590","TRAJANO DE MORAES","RJ","03/2023","4879"
"330590","TRAJANO DE MORAES","RJ","02/2023","4904"
"330590","TRAJANO DE MORAES","RJ","01/2023","4888"
"330590","TRAJANO DE MORAES","RJ","12/2022","4887"
"330590","TRAJANO DE MORAES","RJ","11/2022","4864"
"330590","TRAJANO DE MORAES","RJ","10/2022","4807"
"330590","TRAJANO DE MORAES","RJ","09/2022","4701"
"330590","TRAJANO DE MORAES","RJ","08/2022","4599"
"330590","TRAJANO DE MORAES","RJ","07/2022","4480"
"330590","TRAJANO DE MORAES","RJ","06/2022","4380"
"330590","TRAJANO DE MORAES","RJ","05/2022","4350"
"330590","TRAJANO DE MORAES","RJ","04/2022","4324"
"330590","TRAJANO DE MORAES","RJ","03/2022","4271"
"330590","TRAJANO DE MORAES","RJ","02/2022","4227"
"330590","TRAJANO DE MORAES","RJ","01/2022","4179"
"330590","TRAJANO DE MORAES","RJ","07/2021","3969"
"330590","TRAJANO DE MORAES","RJ","06/2021","3934"
"330590","TRAJANO DE MORAES","RJ","05/2021","3911"
"330590","TRAJANO DE MORAES","RJ","08/2021","4006"
"330590","TRAJANO DE MORAES","RJ","09/2021","4020"
"330590","TRAJANO DE MORAES","RJ","11/2021","4119"
"330590","TRAJANO DE MORAES","RJ","02/2021","3853"
"330590","TRAJANO DE MORAES","RJ","12/2021","4160"
"330590","TRAJANO DE MORAES","RJ","04/2021","3895"
"330590","TRAJANO DE MORAES","RJ","03/2021","3862"
"330590","TRAJANO DE MORAES","RJ","10/2021","4050"
"330590","TRAJANO DE MORAES","RJ","01/2021","3817"
"330590","TRAJANO DE MORAES","RJ","01/2020","3952"
"330590","TRAJANO DE MORAES","RJ","02/2020","3874"
"330590","TRAJANO DE MORAES","RJ","10/2020","3930"
"330590","TRAJANO DE MORAES","RJ","03/2020","3887"
"330590","TRAJANO DE MORAES","RJ","04/2020","3888"
"330590","TRAJANO DE MORAES","RJ","05/2020","3902"
"330590","TRAJANO DE MORAES","RJ","06/2020","3919"
"330590","TRAJANO DE MORAES","RJ","08/2020","3923"
"330590","TRAJANO DE MORAES","RJ","09/2020","3934"
"330590","TRAJANO DE MORAES","RJ","12/2020","3813"
"330590","TRAJANO DE MORAES","RJ","07/2020","3921"
"330590","TRAJANO DE MORAES","RJ","11/2020","3812"
"330590","TRAJANO DE MORAES","RJ","01/2019","4141"
"330590","TRAJANO DE MORAES","RJ","02/2019","4168"
"330590","TRAJANO DE MORAES","RJ","03/2019","4183"
"330590","TRAJANO DE MORAES","RJ","04/2019","4040"
"330590","TRAJANO DE MORAES","RJ","05/2019","4035"
"330590","TRAJANO DE MORAES","RJ","06/2019","4065"
"330590","TRAJANO DE MORAES","RJ","07/2019","4072"
"330590","TRAJANO DE MORAES","RJ","09/2019","3893"
"330590","TRAJANO DE MORAES","RJ","08/2019","4098"
"330590","TRAJANO DE MORAES","RJ","11/2019","3923"
"330590","TRAJANO DE MORAES","RJ","12/2019","3941"
"330590","TRAJANO DE MORAES","RJ","10/2019","3917"
"330590","TRAJANO DE MORAES","RJ","01/2018","4482"
"330590","TRAJANO DE MORAES","RJ","02/2018","4501"
"330590","TRAJANO DE MORAES","RJ","03/2018","4320"
"330590","TRAJANO DE MORAES","RJ","05/2018","4367"
"330590","TRAJANO DE MORAES","RJ","04/2018","4339"
"330590","TRAJANO DE MORAES","RJ","06/2018","4386"
"330590","TRAJANO DE MORAES","RJ","08/2018","4206"
"330590","TRAJANO DE MORAES","RJ","09/2018","4258"
"330590","TRAJANO DE MORAES","RJ","12/2018","4099"
"330590","TRAJANO DE MORAES","RJ","10/2018","4263"
"330590","TRAJANO DE MORAES","RJ","07/2018","4390"
"330590","TRAJANO DE MORAES","RJ","11/2018","4277"
"330590","TRAJANO DE MORAES","RJ","03/2017","4590"
"330590","TRAJANO DE MORAES","RJ","06/2017","4665"
"330590","TRAJANO DE MORAES","RJ","02/2017","4566"
"330590","TRAJANO DE MORAES","RJ","05/2017","4618"
"330590","TRAJANO DE MORAES","RJ","01/2017","4554"
"330590","TRAJANO DE MORAES","RJ","07/2017","4689"
"330590","TRAJANO DE MORAES","RJ","04/2017","4600"
"330590","TRAJANO DE MORAES","RJ","10/2017","4353"
"330590","TRAJANO DE MORAES","RJ","11/2017","4395"
"330590","TRAJANO DE MORAES","RJ","08/2017","4715"
"330590","TRAJANO DE MORAES","RJ","12/2017","4445"
"330590","TRAJANO DE MORAES","RJ","09/2017","4300"
"330590","TRAJANO DE MORAES","RJ","01/2016","4858"
"330590","TRAJANO DE MORAES","RJ","03/2016","4864"
"330590","TRAJANO DE MORAES","RJ","04/2016","4884"
"330590","TRAJANO DE MORAES","RJ","02/2016","4849"
"330590","TRAJANO DE MORAES","RJ","05/2016","4902"
"330590","TRAJANO DE MORAES","RJ","06/2016","4898"
"330590","TRAJANO DE MORAES","RJ","07/2016","4895"
"330590","TRAJANO DE MORAES","RJ","09/2016","4898"
"330590","TRAJANO DE MORAES","RJ","10/2016","4914"
"330590","TRAJANO DE MORAES","RJ","12/2016","4547"
"330590","TRAJANO DE MORAES","RJ","08/2016","4894"
"330590","TRAJANO DE MORAES","RJ","11/2016","4930"
"330590","TRAJANO DE MORAES","RJ","03/2015","5291"
"330590","TRAJANO DE MORAES","RJ","04/2015","5331"
"330590","TRAJANO DE MORAES","RJ","05/2015","5358"
"330590","TRAJANO DE MORAES","RJ","06/2015","5360"
"330590","TRAJANO DE MORAES","RJ","08/2015","5011"
"330590","TRAJANO DE MORAES","RJ","11/2015","5042"
"330590","TRAJANO DE MORAES","RJ","07/2015","5014"
"330590","TRAJANO DE MORAES","RJ","02/2015","5281"
"330590","TRAJANO DE MORAES","RJ","12/2015","5051"
"330590","TRAJANO DE MORAES","RJ","10/2015","5022"
"330590","TRAJANO DE MORAES","RJ","09/2015","5028"
"330590","TRAJANO DE MORAES","RJ","01/2014","6008"
